Transcript(ucsc/known) exons start end
uc001dei.1 14 68894506 68915642
uc001dem.4 12 68939834 68962799
uc001den.3 3 68962358 69004310
uc001dep.3 25 70225857 70589171
uc001der.2 15 70610484 70671361
uc001des.3 13 70671364 70717701
uc001dex.4 13 70724684 70820417
uc001dfa.3 3 70820492 70833705
uc001dfd.3 12 70876900 70905534
uc001dff.3 7 71172135 71252151
uc001dfo.3 4 71418114 71513491
uc001dfr.3 3 71512188 71532865
uc001dft.3 10 71528973 71546972
uc001dfu.2 4 71547006 71703406
uc001dfw.3 7 71868624 72748405
uc001dfx.3 4 73771852 73804560
uc001dfy.4 8 74491701 74663871
uc001dge.2 27 74663895 75010116
uc001dgg.3 15 75033794 75139422
uc001dgh.3 3 75043113 75091782
uc001dgj.3 9 75171171 75199092
uc001dgn.3 6 75198835 75232360
uc001dgp.1 2 75595658 75598261
uc001dgu.3 24 75672074 76076799
uc001dgv.3 5 76103850 76188721
uc001dgy.2 9 76251878 76260775
uc001dgz.2 1 76252756 76252834
uc001dhd.2 20 76262555 76378923
uc001dhe.2 3 76384557 76398116
uc001dhh.2 5 76540388 77096669
uc001dhi.3 5 77333185 77529737
uc001dhk.3 11 77554666 77685132
uc001dhn.3 14 77747661 78025654
uc001dhq.3 15 78030189 78148343
uc001dht.4 25 78161673 78225564
uc001dic.4 13 78354199 78409578
uc001dii.3 20 78413590 78444777
uc001dij.3 3 78470635 78482995
uc001dik.3 6 78511588 78603112
uc001dil.1 6 78695282 78759574
uc001din.3 3 78956727 79006386
uc001dip.4 9 79115476 79129763
uc001diq.4 15 79355448 79472495
uc001diu.3 20 82266081 82458107
uc001dix.4 3 83439565 83451891
uc001diy.3 2 83911736 83920454
uc001diz.4 3 84041470 84326679
uc001dja.1 3 84267442 84326229
uc001djc.3 21 84335056 84464833
uc001djl.3 10 84609951 84704181
uc001djr.3 4 84764048 84816481
uc001djs.3 2 84810360 84816481
uc001djt.1 6 84864214 84880691
uc001djv.4 9 84944919 84964033
uc001djw.4 4 84964005 84972262
uc001dka.2 7 85018803 85040163
uc001dkj.3 14 85109389 85156240
uc001dkm.3 14 85391265 85462796
uc001dkp.3 13 85483764 85514223
uc001dkt.3 23 85527992 85598821
uc001dkv.3 3 85715636 85725355
uc001dla.2 5 85742040 85865646
uc001dlb.3 6 85784167 85930889
uc001dle.3 5 86046443 86049648
uc001dlh.3 10 86115105 86174116
uc001dlj.3 60 86194915 86622154
uc001dll.2 18 86815776 86862025
uc001dlr.4 14 86889768 86922240
uc001dlt.3 14 86934394 86965974
uc001dly.3 10 87170252 87213867
uc001dmi.3 5 87794150 87814607
uc001dmk.3 4 87819209 87837338
uc001dmn.3 22 89149921 89301938
uc001dmo.4 7 89318320 89357301
uc001dmp.2 14 89401455 89458643
uc001dms.3 2 89445138 89458643
uc001dmt.3 11 89472359 89488549
uc001dmx.2 11 89517986 89531043
uc001dmz.1 11 89573309 89591799
uc001dna.2 11 89597433 89641723
uc001dnb.3 11 89646830 89664633
uc001dnd.3 11 89724633 89738544
uc001dnf.2 11 89829435 89853719
uc001dni.3 8 89990396 90063420
uc001dnk.1 3 90090407 90098453
uc001dnl.4 3 90098643 90185094
uc001dnn.3 3 90287479 90401989
uc001dno.3 1 90458823 90460525
uc001dnq.2 12 90460677 90494094
uc001dns.3 3 91177578 91182794
uc001dnu.2 2 91295103 91317175
uc001dnw.3 6 91380856 91487812
uc001doa.4 39 91726322 91870426
uc001dof.3 12 91966403 91991321
uc001doh.3 17 92145899 92351836
uc001don.2 7 92495532 92529093
uc001doo.3 9 92545861 92613401
uc001doq.3 6 92683572 92711367
uc001dor.3 19 92711954 92764566
uc001dot.2 13 92764521 92853732
uc001dov.4 7 92940317 92951628
uc001dox.3 18 92974252 93257961
uc001doz.3 8 93297593 93307481
uc001dpe.2 1 93302845 93302940
uc001dpg.3 5 93307716 93427079
uc001dpn.3 4 93615298 93646246
uc001dpt.2 9 93775665 93811368
uc001dpu.3 3 93811477 93828148
uc001dpz.4 12 94027342 94146926
uc001dqd.1 2 94219111 94240930
uc001dqe.1 1 94317792 94319887
uc001dqf.3 7 94335013 94344762
uc001dqg.1 7 94352589 94375012
uc001dqh.3 50 94458393 94586705
uc001dqj.4 23 94634462 94703307
uc001dqn.4 23 94883932 94984219
uc001dqr.3 6 94994731 95007413
uc001dqu.3 5 95123088 95285834
uc001dqv.5 15 95285897 95360803
uc001dqz.4 7 95362506 95392735
uc001dra.2 4 95448278 95538507
uc001drb.3 7 95582893 95663161
uc001dre.1 4 95628774 95699538
uc001drl.3 3 95975895 95981020
uc001drq.3 14 97187174 97280605
uc001drv.3 23 97543299 98386615
uc001drx.2 5 98453555 98515249
uc001dsb.3 6 99355800 99470449
uc001dsd.1 3 99469831 99614408
uc001dse.3 7 99729847 99775138
uc001dsg.3 8 100111430 100160097
uc001dsh.1 17 100174258 100231349
uc001dsi.1 34 100315639 100389579
uc001dso.2 2 100434000 100435404
uc001dsr.2 8 100435991 100492534
uc001dst.3 12 100503788 100548929
uc001dsu.3 17 100549101 100598511
uc001dsv.3 11 100598705 100616054
uc001dsx.2 9 100614003 100643829
uc001dta.3 11 100652477 100715409
uc001dtd.3 12 100731713 100758325
uc001dtf.2 15 100818022 100965021
uc001dth.3 2 101003727 101007583
uc001dti.3 9 101185195 101204601
uc001dtk.2 5 101337927 101360735
uc001dto.2 11 101361631 101447311
uc001dtt.2 8 101455179 101491362
uc001dua.3 9 101491408 101552819
uc001dud.2 2 101702304 101707076
uc001dug.2 6 102268126 102462790
uc001dul.3 67 103342022 103574052
uc001duq.3 12 104095895 104122149
uc001dut.3 10 104159998 104168400
uc001duv.3 11 104198301 104207173
uc001duw.1 11 104230039 104238912
uc001duz.3 11 104292439 104301311
uc001dva.3 4 106144773 106161557
uc001dvh.4 8 107682628 108024475
uc001dvi.3 4 107937775 108024475
uc001dvk.1 27 108113781 108507545
uc001dvn.5 10 108677343 108742980
uc001dvp.2 2 108803819 108816311
uc001dvq.3 10 108918459 108953434
uc001dvr.2 2 108963310 108975804
uc001dvt.4 8 109190909 109203744
uc001dvv.4 6 109234931 109244422
uc001dvx.3 13 109255555 109285367
uc001dvy.3 19 109289284 109352148
uc001dwa.4 16 109358519 109399726
uc001dwc.3 3 109399838 109401146
uc001dwf.2 12 109472129 109506121
uc001dwl.3 15 109512837 109584850
uc001dwm.1 4 109606997 109618624
uc001dwn.3 3 109633402 109639554
uc001dwo.1 1 109642814 109643234
uc001dwu.2 11 109756514 109780804
uc001dxa.4 34 109792640 109818378
uc001dxd.3 8 109822175 109825790
uc001dxk.1 9 109834986 109849663
uc001dxm.2 20 109852187 109940563
uc001dxn.3 9 109941652 109969070
uc001dxp.3 6 110009099 110024764
uc001dxr.3 11 110026560 110035420
uc001dxx.4 2 110049445 110052336
uc001dxy.2 3 110082493 110088455
uc001dxz.3 9 110091185 110138454
uc001dya.3 8 110145888 110155705
uc001dyf.3 8 110198697 110204331
uc001dyk.3 8 110230417 110236367
uc001dyn.3 8 110254863 110260890
uc001dyo.2 9 110276553 110283660
uc001dyq.2 19 110292701 110306644
uc001dyw.4 9 110453232 110473616
uc001dyx.3 17 110527386 110566364
uc001dza.2 21 110577222 110597424
uc001dzb.3 4 110602996 110613322
uc001dzc.3 1 110655061 110656569
uc001dzh.3 4 110753335 110776674
uc001dzj.3 4 110828998 110881793
uc001dzl.1 3 110881944 110889303
uc001dzn.1 1 110887099 110888734
uc001dzo.2 9 110905472 110933704
uc001dzr.3 4 110943876 110950546
uc001dzs.3 3 110993787 110999976
uc001dzt.1 1 111059838 111061797
uc001dzv.1 1 111214309 111217655
uc001dzw.3 9 111413820 111442558
uc001eaa.3 4 111489811 111506566
uc001ead.4 9 111659953 111682838
uc001eah.1 9 111682248 111727724
uc001eal.2 12 111728590 111747160
uc001eam.3 11 111770280 111786062
uc001eas.4 12 111833473 111863188
uc001eaw.2 6 111889194 111895639
uc001eba.3 11 111956936 111970399
uc001ebb.3 10 111982511 111991830
uc001ebc.3 7 111991742 112004525
uc001ebe.3 6 112016603 112021134
uc001ebf.3 6 112025969 112046743
uc001ebj.2 5 112141628 112150940
uc001ebl.3 8 112162404 112256101
uc001ebn.1 1 112256829 112259310
uc001ebo.2 2 112264685 112282046
uc001ebq.1 3 112282462 112290420
uc001ebr.3 3 112287934 112298131
uc001ebs.3 11 112298189 112310199
uc001ebu.1 8 112318453 112531777
uc001ebw.4 2 112533189 112541463
uc001ebx.3 6 112938799 113003786
uc001eby.1 1 112938880 112941439
uc001ecb.3 5 113051369 113063910
uc001ecd.3 15 113066140 113162040
uc001ecj.1 10 113162074 113214241
uc001eck.3 21 113217047 113243368
uc001ecp.1 6 113243748 113249678
uc001ect.1 10 113252615 113257950
uc001ecu.3 5 113263188 113269856
uc001ecw.1 7 113362795 113393265
uc001ecy.3 5 113454469 113498975
uc001eda.1 1 113465971 113467295
uc001edd.3 3 113499070 113511603
uc001ede.1 3 113554308 113615724
uc001edf.1 18 113615830 113667342
uc001edg.2 3 113739403 113748875
uc001edk.3 21 113933474 114228545
uc001edq.3 7 114304453 114355070
uc001eds.3 21 114356432 114414375
uc001edv.2 5 114399256 114443859
uc001edw.3 4 114419435 114430169
uc001eeb.3 10 114437370 114447525
uc001eeg.3 4 114447914 114456708
uc001eek.3 5 114466622 114471880
uc001eem.3 16 114471995 114520491
uc001eer.1 3 114522029 114524875
uc001eew.3 20 114935398 115053781
uc001efa.3 7 115110180 115124265
uc001efd.1 21 115127195 115212732
uc001efe.2 16 115215719 115238239
uc001efi.3 21 115259533 115300671
uc001efp.4 5 115312104 115323308
uc001efr.3 32 115397454 115537990
uc001efs.2 3 115572444 115576930
uc001eft.3 8 115590632 115632121
uc001efu.1 3 115828536 115880857
uc001efv.1 8 116184573 116240845
uc001efx.4 11 116242625 116311426
uc001efy.3 3 116378998 116383747
uc001efz.3 3 116461996 116468529
uc001egb.4 12 116519118 116612675
uc001egc.1 7 116654375 116677861
uc001ege.3 23 116915794 116947396
uc001egj.3 3 116947335 116961244
uc001egm.3 6 117057155 117113715
uc001egu.4 5 117297085 117311851
uc001egv.1 9 117452688 117532972
uc001egy.3 23 117602948 117645491
uc001egz.2 6 117653676 117664411
uc001ehb.3 6 117686208 117753582
uc001ehd.1 13 117910084 118068320
uc001ehe.3 2 118148603 118171011
uc001ehf.3 14 118406106 118472302
uc001ehk.2 49 118496287 118727848
uc001ehl.1 8 119425665 119532179
uc001ehn.3 6 119573838 119683295
uc001ehr.1 8 119911401 119936751
uc001eht.3 4 119957742 119965662
uc001ehv.1 4 120049825 120057681
uc001ehy.1 3 120161999 120190390
uc001ehz.3 12 120254418 120286849
uc001eid.3 10 120290618 120311555
uc001eif.3 6 120336640 120354203
uc001eij.3 1 120436155 120439147
uc001eik.3 34 120454175 120612317
uc001eio.2 2 120906033 120914842
uc001eip.3 5 120926127 120935944
uc001eiw.1 8 142618798 143257763
uc001eiy.2 1 142660105 142660135
uc001eiz.2 1 142672190 142672219
uc001ejb.3 4 142803223 142888797
uc001ejc.4 9 142803530 142826645
uc001eje.3 1 142851394 142851424
uc001ejg.1 1 143168647 143168675
uc001ejh.1 1 143184707 143184737
uc001ejj.3 1 143185980 143186010
uc001ejk.3 1 143289062 143289092
uc001ejl.1 1 143402283 143402313
uc001ejn.1 3 143424332 143467651
uc001ejo.2 1 143431367 143431397
uc001ejp.3 4 143647638 143744587
uc001ejq.3 7 143687129 143714180
uc001ejt.3 1 143767143 143767881
uc001ekq.1 6 144275887 144290006
uc001ekt.4 2 144300511 144340773
uc001ekw.3 1 144363461 144364246
uc001ela.4 2 144480744 144521009
uc001elb.4 1 144514872 144519720
uc001elf.4 1 144610814 144612727
uc001els.1 1 144832199 144833038
uc001elt.1 1 144833046 144833912
uc001elu.1 1 144833912 144834808
uc001emi.4 1 145004780 145005287
uc001emj.3 3 145013718 145018395
uc001emn.4 5 145209110 145285912
uc001eng.1 1 145372087 145373798
uc001enh.1 1 145373798 145374694
uc001eni.2 4 145413190 145417545
uc001enn.4 8 145438461 145442628
uc001enp.1 8 145456235 145470387
uc001enq.1 4 145470507 145475647
uc001enr.3 6 145477084 145499091
uc001ent.2 6 145507556 145513535
uc001enx.4 3 145514173 145515899
uc001eny.2 4 145516164 145523732
uc001eoa.3 30 145524989 145543868
uc001eob.1 14 145549208 145568526
uc001eoc.1 14 145575987 145586546
uc001eoe.3 8 145586492 145589435
uc001eoh.3 15 145592604 145610884
uc001eoj.3 9 145611035 145688776
uc001eol.1 6 145695797 145715565
uc001eoo.2 9 145727665 145764206
uc001eot.2 14 145764594 145827103
uc001eou.4 9 145883867 145924049
uc001epd.3 6 146490894 146514599
uc001epe.3 8 146626684 146644129
uc001epg.1 1 146649429 146651528
uc001epi.2 9 146657837 146697230
uc001epm.5 23 146714290 146767447
uc001epq.3 10 147013181 147098015
uc001epr.2 10 147119167 147142634
uc001eps.1 2 147228331 147232714
uc001epu.2 2 147374945 147381395
uc001epv.4 14 147400505 147465755
uc001epz.1 9 147466093 147484331
uc001eqh.1 2 147680370 147691166
uc001eqi.1 2 147751385 147763966
uc001eqk.1 3 147801123 147816764
uc001eql.2 4 147835126 147931980
uc001eqp.3 1 147954634 147955419
uc001esc.2 19 148560846 148596267
uc001esj.3 1 149553002 149553787
uc001esk.5 2 149576261 149616786
uc001eso.1 7 149627308 149651107
uc001esp.4 6 149754249 149764074
uc001esq.1 1 149763335 149765367
uc001ess.3 1 149804220 149804616
uc001esv.3 1 149812258 149812765
uc001esw.3 1 149813784 149814318
uc001esx.3 1 149822627 149823161
uc001esy.3 1 149824180 149824687
uc001etb.3 1 149832329 149832725
uc001etc.3 1 149856009 149858232
uc001etd.3 1 149858524 149858961
uc001ete.3 1 149859018 149859466
uc001etf.3 2 149871154 149872348
uc001etg.3 13 149874871 149889434
uc001etk.2 6 149895208 149900144
uc001etl.4 17 149900542 149908791
uc001etn.3 12 149912231 149982686
uc001etp.3 15 150039341 150117505
uc001ett.3 6 150122169 150131825
uc001etw.3 7 150190716 150208504
uc001etx.3 11 150230217 150237480
uc001ety.2 7 150237798 150241609
uc001eud.3 6 150245182 150253335
uc001euj.3 5 150255228 150259501
uc001euk.3 3 150266268 150280819
uc001eum.4 16 150293927 150325704
uc001euq.4 18 150459839 150480085
uc001eus.3 10 150480486 150486265
uc001eux.3 19 150521897 150533412
uc001euz.3 3 150547026 150552214
uc001eve.3 4 150594598 150602098
uc001evj.2 5 150618700 150669672
uc001evk.2 15 150670534 150693364
uc001evn.3 8 150702671 150738433
uc001evp.2 8 150768683 150780917
uc001evr.2 22 150782180 150849244
uc001evu.2 22 150898814 150937220
uc001evz.3 11 150937648 150947479
uc001ewa.2 14 150954498 150968114
uc001ewh.1 8 150980972 151008189
uc001ewl.2 10 151009028 151020076
uc001ewn.3 2 151020258 151023871
uc001ewp.3 5 151023446 151032125
uc001ewq.3 2 151032150 151040973
uc001ewr.2 9 151043079 151091007
uc001ewv.3 20 151104162 151119140
uc001ewx.2 2 151129104 151132225
uc001ewy.3 3 151132223 151138370
uc001ewz.3 7 151138497 151142773
uc001exc.4 10 151142462 151148547
uc001exe.2 6 151148775 151162689
uc001exj.3 16 151171020 151222007
uc001exl.3 10 151227196 151239954
uc001exo.3 2 151252499 151254405
uc001exq.3 9 151254790 151264381
uc001exu.3 11 151264272 151300191
uc001exw.1 11 151313115 151319769
uc001eyc.1 7 151372040 151374412
uc001eyd.2 19 151375199 151431941
uc001eyl.3 13 151512780 151556059
uc001eyn.1 12 151584661 151671559
uc001eyq.1 1 151670318 151670850
uc001eys.2 13 151672533 151689290
uc001eyv.3 7 151732122 151736040
uc001eza.4 13 151745954 151763010
uc001eze.3 2 151763317 151766878
uc001ezf.1 2 151772764 151777882
uc001ezh.3 11 151778546 151804348
uc001ezj.2 6 151843342 151882361
uc001ezl.3 3 151955385 151966714
uc001ezm.1 13 151967006 152015250
uc001ezn.3 3 152004981 152009511
uc001ezo.1 3 152056619 152061540
uc001ezp.3 3 152078792 152087930
uc001ezs.1 3 152126070 152131704
uc001ezt.2 3 152184551 152196672
uc001ezu.1 3 152274650 152297679
uc001ezv.3 7 152285934 152339168
uc001ezw.4 3 152321212 152332482
uc001ezx.2 3 152381718 152386750
uc001ezy.3 2 152483319 152484653
uc001ezz.3 2 152486977 152488481
uc001faa.4 2 152538174 152539229
uc001fab.3 2 152551859 152552980
uc001fac.2 1 152573137 152573562
uc001fag.4 2 152635886 152637135
uc001fah.4 2 152647790 152649049
uc001fai.3 2 152658598 152659876
uc001faj.3 2 152670839 152671918
uc001fak.2 1 152681522 152681910
uc001fal.1 2 152730505 152734529
uc001fan.3 2 152758752 152760901
uc001fap.1 2 152777310 152779107
uc001faq.3 1 152784446 152785585
uc001fas.4 2 152815329 152816459
uc001fat.3 2 152850797 152857523
uc001fau.3 2 152881038 152884362
uc001fav.1 2 152943127 152945069
uc001faw.3 2 152956563 152958290
uc001faz.4 2 152974222 152976332
uc001fba.3 2 153003678 153005376
uc001fbb.2 2 153012200 153013594
uc001fbd.3 2 153028595 153029988
uc001fbg.3 2 153042717 153044084
uc001fbh.3 2 153065610 153067001
uc001fbi.3 2 153084612 153085989
uc001fbj.3 2 153112593 153113969
uc001fbl.4 2 153175905 153177601
uc001fbm.3 2 153232178 153234600
uc001fbn.1 7 153270337 153283194
uc001fbo.3 9 153302596 153321022
uc001fbq.3 3 153330329 153333503
uc001fbr.1 3 153346183 153348075
uc001fbs.3 3 153362507 153363664
uc001fbt.1 3 153388999 153395701
uc001fbv.1 3 153430219 153433137
uc001fbw.1 3 153507075 153508717
uc001fbx.3 4 153509622 153514241
uc001fbz.3 3 153516094 153518282
uc001fca.1 3 153519808 153521734
uc001fcb.3 3 153533584 153538306
uc001fcd.1 3 153579366 153585514
uc001fce.3 4 153586731 153588808
uc001fch.3 3 153591275 153600117
uc001fck.1 3 153600872 153604513
uc001fcn.2 6 153606457 153618782
uc001fcq.4 4 153631129 153634328
uc001fcr.4 14 153634263 153643504
uc001fcs.4 22 153651163 153666468
uc001fct.3 30 153700566 153746555
uc001fcz.3 10 153747767 153752633
uc001fdb.4 11 153777202 153895451
uc001fdd.1 28 153901976 153919154
uc001fdr.3 10 153940674 153946840
uc001fds.3 5 153946744 153950451
uc001fdt.2 8 153954092 153958853
uc001fdv.3 4 153963238 153964631
uc001fdw.3 40 153965167 154127592
uc001fec.2 10 154134288 154164611
uc001fee.2 4 154171561 154178841
uc001fei.2 7 154179182 154193273
uc001fep.4 27 154193324 154243329
uc001fes.3 7 154245038 154248355
uc001feu.3 6 154293591 154297801
uc001fex.3 28 154300275 154323780
uc001fez.2 10 154377668 154441926
uc001ffb.3 6 154451953 154474526
uc001fff.1 13 154521050 154531120
uc001ffg.3 6 154540256 154552353
uc001ffh.3 15 154554533 154580724
uc001ffq.3 5 154897207 154909484
uc001ffr.3 11 154916558 154928567
uc001fft.3 3 154929501 154934258
uc001ffw.3 12 154934773 154943223
uc001fgb.3 3 154947117 154951725
uc001fgf.2 7 154955769 154965587
uc001fgi.3 2 154966061 154966791
uc001fgm.3 15 154991002 155006257
uc001fgn.2 17 155006281 155023406
uc001fgr.2 23 155023747 155035252
uc001fhf.3 5 155051347 155060014
uc001fhh.3 5 155100348 155107386
uc001fhj.4 6 155108287 155111334
uc001fhm.3 1 155112366 155112883
uc001fho.3 5 155141883 155145804
uc001fhs.2 10 155146262 155157447
uc001fix.3 23 155165378 155177772
uc001fjb.3 8 155178489 155183624
uc001fjd.3 11 155183615 155188809
uc001fjl.3 12 155204238 155214653
uc001fjm.3 12 155216995 155225274
uc001fjs.3 9 155225769 155232176
uc001fjw.3 13 155232658 155243281
uc001fjz.2 8 155247217 155259639
uc001fkb.4 11 155259083 155271225
uc001fkc.2 11 155278538 155290457
uc001fki.3 2 155290250 155293938
uc001fkj.2 10 155290639 155300909
uc001fkt.3 28 155305051 155532324
uc001fkv.3 2 155531863 155533735
uc001fky.4 14 155579960 155584758
uc001flf.3 4 155596545 155618335
uc001flr.3 13 155658881 155708800
uc001fly.1 32 155719509 155826972
uc001fmg.3 4 155829259 155854990
uc001fmi.1 14 155882835 155904188
uc001fmk.1 1 155889699 155889833
uc001fmn.1 1 155895748 155895877
uc001fmt.2 22 155916629 155948336
uc001fmx.3 6 155978838 155990758
uc001fna.3 11 156005091 156023516
uc001fnb.3 4 156024516 156028605
uc001fnc.3 5 156030965 156040295
uc001fnd.4 2 156041803 156051789
uc001fni.3 12 156084460 156109880
uc001fnp.3 4 156163729 156182587
uc001fnt.3 4 156211950 156213123
uc001foc.4 22 156219014 156252620
uc001foh.4 6 156262477 156265480
uc001fok.3 1 156268414 156269428
uc001fol.2 14 156278751 156308206
uc001foo.3 4 156307104 156316785
uc001fot.1 1 156374048 156377645
uc001fou.1 7 156374054 156399340
uc001foz.1 1 156390132 156390221
uc001fpb.4 11 156433512 156460391
uc001fpf.3 38 156495196 156542396
uc001fph.3 6 156561557 156564091
uc001fpl.3 8 156564099 156571279
uc001fpn.1 7 156589085 156595517
uc001fpp.3 14 156611739 156629324
uc001fpq.3 4 156638555 156647189
uc001fpr.3 4 156669399 156675459
uc001fps.1 3 156692412 156697705
uc001fpu.3 8 156698262 156706752
uc001fpx.1 6 156707093 156710923
uc001fpy.4 6 156711898 156721543
uc001fqa.3 7 156737273 156770609
uc001fqh.1 17 156830670 156851642
uc001fqj.1 23 156863522 156886226
uc001fqm.2 15 156890423 156902880
uc001fqn.3 41 156904631 157015162
uc001fqq.2 5 157061834 157069600
uc001fqr.2 5 157094458 157108383
uc001fqs.3 1 157098153 157098463
uc001fqw.3 12 157543538 157567870
uc001frb.3 15 157647977 157670647
uc001fre.2 12 157715522 157746922
uc001frg.3 11 157764193 157789940
uc001frk.4 6 157800703 157811634
uc001frl.1 4 157895763 157918861
uc001frn.4 15 157963062 158065844
uc001frp.2 1 158066315 158069836
uc001frq.3 3 158101833 158110430
uc001frr.3 7 158149736 158156216
uc001frs.1 2 158169170 158173667
uc001frt.3 6 158223926 158228058
uc001fru.3 6 158259562 158264564
uc001frx.3 6 158297739 158301321
uc001fse.3 6 158323485 158327343
uc001fso.1 3 158444244 158464676
uc001fst.1 52 158580495 158656506
uc001fsu.1 1 158669467 158670442
uc001fsw.1 1 158724605 158725637
uc001fsz.1 7 158801167 158819270
uc001ftb.3 9 158901336 158946849
uc001ftj.1 6 159032274 159046647
uc001ftk.2 10 159141376 159172932
uc001ftm.2 4 159165774 159172212
uc001ftp.4 1 159175048 159176290
uc001ftq.3 6 159259505 159278014
uc001fts.4 4 159315958 159438858
uc001ftv.3 2 159557615 159558661
uc001ftw.3 2 159682078 159684379
uc001ftz.1 3 159750758 159752333
uc001fud.4 10 159772172 159786047
uc001fue.4 5 159796478 159807282
uc001fuh.3 7 159824105 159832447
uc001fui.3 12 159842153 159869906
uc001fur.2 21 159896828 159915386
uc001fus.3 4 159921281 159924044
uc001fuu.3 3 159931013 159948876
uc001fuv.1 1 159997461 160001783
uc001fuw.2 2 160007256 160040051
uc001fuy.1 3 160051359 160059212
uc001fvc.3 23 160085519 160113374
uc001fve.4 22 160121351 160156767
uc001fvj.1 5 160171988 160178659
uc001fvk.3 4 160175124 160185162
uc001fvv.4 33 160258376 160313354
uc001fvw.3 1 160287054 160288260
uc001fvx.3 17 160313062 160328742
uc001fwa.2 2 160336860 160342638
uc001fwc.2 8 160370363 160398468
uc001fwe.2 8 160454819 160493052
uc001fwh.4 8 160510883 160549306
uc001fwl.4 7 160579890 160617081
uc001fwo.2 3 160650211 160681641
uc001fwq.3 7 160709076 160724601
uc001fwu.4 10 160765863 160798045
uc001fxc.3 8 160846329 160854960
uc001fxd.3 8 160914815 160924589
uc001fxl.3 12 161016731 161039760
uc001fxo.2 9 161040780 161059385
uc001fxr.3 4 161068180 161070138
uc001fxu.3 4 161070345 161087866
uc001fxv.2 7 161087861 161090984
uc001fxz.3 6 161090768 161102256
uc001fyd.4 6 161123533 161128646
uc001fyg.2 13 161136180 161141010
uc001fys.2 8 161141099 161147758
